MLS SOURCE,COL_LONGNAME,JSON_Mapping,SA_POSITION
888-REBGV_CA-AGENT.txt,Agent Identifier,AGENT_ID,1
888-REBGV_CA-AGENT.txt,Agent Office ID,IDENTIFIER.AGENT_OFFICE_ID,Null
888-REBGV_CA-AGENT.txt,Agent Status,STATUS,Null
888-REBGV_CA-AGENT.txt,AOOffice Abbreviation,UNMAPPED,Null
888-REBGV_CA-AGENT.txt,Active,UNMAPPED,Null
888-REBGV_CA-AGENT.txt,Status Date,CREATED_DATE,Null
888-REBGV_CA-AGENT.txt,Agent Logon Name,USER_NAME,Null
